Province,,ID,Interview Date,Version,Commune,Nº of prior non-responses ,Do you agree to participate in this survey?    ,1. What commune do you live in?,"2.	Gender       ","3.	What is your age?      ",4.What is the highest level of education you have completed?,"5.	What is your nationality?","6.	What is your ethnicity? ",7.What is your religion? ,8. Which one of these items do you have at home? ,9. Which types of medical care have you used in the last six months?,10. Which types of medical care have you used the most in the last six months?,11.a. [School teachers],11.b. [Scientific medicine practitioners],11.c.  [Traditional Chinese medicine practitioner],11.d. [Traditional Khmer medicine practitioner],"11.e. [Friends (e.g. boyfriend, close friends)]",11.f.[Monks and religious leaders],11.g. [Work colleagues or bosses],11.h. [Community leaders],"11.i.  [Close family (e.g. mother, siblings, wife, grandmother)]",12.a.​ [Cambodia],12.b. [Vietnam],12.c. [Thailand],12.d. [China],12.e. [US],12.f. [Europe],13.a. [TV],13.b.[Radio],13.c.[Newspapers],13.d. [Social Media(e.g. Facebook)],UCT,14. This list is about transportation,15. About medical condition and treatments,16. Thinking of your closest family and friends.,17. NT (a),18. NT (b),19. When was the most recent time you used bear bile or gall bladder for medicinal products?  ,Use_Bile_EVER,20. How often have you used bear bile or gall bladder for medicinal products in the last six months? ,Use_Bile,21.a.[Bear bile/bear gallbladder has medicinal value],21.b.[It is easy to find places to buy bear bile/bear gallbladder ],21.c.[There are effective medicinal alternatives to bear bile/bear gallbladder],21. d. [The use of bear bile/bear gallbladder is an important part of my culture],22.a.[ Most of the people I respect use bear bile or gallbladder for medicinal purposes],22.b.[Most people I respect have difficulty finding bear bile or gall bladder],22.c.[Most people I respect prefer scientific to traditional medicine],"22.d.[Most people I respect prefer bear bile or gall bladder from a Sun bear, not a moon bear]",Other information,Province ,Compaign site,,,,,,,,,
Siem Reap,5/30/2019 14:21,KR028,25/04/2019,A,Krabei Riel,0,Yes,Krabei Riel,Male,28,Primary school,Cambodian,Khmer,Buddhist,"TV, Mobile phone, Motorbike, Fan",Western medicine,Western medicine,Trust,Completely trust,Distrust,Distrust,Neither trust nor distrust,Distrust,Distrust,Neither trust nor distrust,Trust,Neither trust nor distrust,Completely distrust,Completely trust,Distrust,Trust,Completely trust,Neither trust nor distrust,Distrust,Neither trust nor distrust,Distrust,Green (A),2,2,0-5%,0,0,Never,0,Never ,0,Agree,Disagree,Neither agree nor disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Don’t know,None,Siem Reap,Additional site for demand survey ,,,,,,,,,
Siem Reap,5/30/2019 14:27,KR029,25/04/2019,B,Krabei Riel,0,Yes,Krabei Riel,Male,18,Secondary school,Cambodian,Khmer,Buddhist,"TV, Mobile phone, Motorbike, Fan","Western medicine, Traditional Khmer medicine",Western medicine,Trust,Completely trust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Neither trust nor distrust,Trust,Trust,Trust,Completely distrust,Trust,Completely distrust,Trust,Trust,Trust,Distrust,Trust,Completely distrust,Red (B),2,3,0-5%,0,0,Never,0,Never ,0,Strongly Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly Agree,Don’t know,None,Siem Reap,Additional site for demand survey ,,,,,,,,,
Siem Reap,5/30/2019 11:07,KR030,25/04/2019,A,Krabei Riel,0,Yes,Krabei Riel,Male,54,Primary school,Cambodian,Khmer,Buddhist,"Mobile phone, Bicycle, Motorbike",Western medicine,Western medicine,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Don't know,Distrust,Neither trust nor distrust,Trust,Neither trust nor distrust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Distrust,Green (A),2,1,0-5%,0,0,Never,0,Never ,0,Agree,Strongly Disagree,Don’t know,Disagree,Agree,Strongly Agree,Strongly Agree,Don’t know,None,Siem Reap,Additional site for demand survey ,,,,,,,,,
Siem Reap,5/30/2019 11:13,KR031,25/04/2019,A,Krabei Riel,0,Yes,Krabei Riel,Male,33,High school,Cambodian,Khmer,Buddhist,"TV, Mobile phone, Motorbike, Fan","Western medicine, Traditional Khmer medicine",Traditional Khmer medicine,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Distrust,Distrust,Trust,Neither trust nor distrust,Trust,Completely trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Green (A),3,3,0-5%,0,0,Never,0,Never ,0,Strongly Agree,Disagree,Neither agree nor disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Don’t know,None,Siem Reap,Additional site for demand survey ,,,,,,,,,
Siem Reap,5/30/2019 11:19,KR032,25/04/2019,A,Krabei Riel,0,Yes,Krabei Riel,Male,24,Primary school,Cambodian,Khmer,Buddhist,"TV, Mobile phone, Bicycle, Motorbike, Fan",Western medicine,Western medicine,Neither trust nor distrust,Trust,Distrust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Completely trust,Neither trust nor distrust,Distrust,Trust,Distrust,Trust,Trust,Trust,Neither trust nor distrust,Trust,Neither trust nor distrust,Green (A),2,2,0-5%,0,0,Never,0,Never ,0,Don’t know,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Don’t know,None,Siem Reap,Additional site for demand survey ,,,,,,,,,
Siem Reap,5/30/2019 11:26,KR033,25/04/2019,B,Krabei Riel,0,Yes,Krabei Riel,Male,47,Primary school,Cambodian,Khmer,Buddhist,"TV, Mobile phone, Bicycle, Motorbike, Fan",Western medicine,Western medicine,Trust,Trust,Completely distrust,Trust,Neither trust nor distrust,Trust,Neither trust nor distrust,Trust,Completely trust,Trust,Completely distrust,Trust,Completely distrust,Trust,Trust,Distrust,Distrust,Trust,Trust,Red (B),1,1,0-5%,0,0,Never,0,Never ,0,Agree,Strongly Disagree,Neither agree nor disagree,Agree,Agree,Agree,Strongly Agree,Don’t know,None,Siem Reap,Additional site for demand survey ,,,,,,,,,
Siem Reap,5/30/2019 11:33,KR034,28/04/2019,B,Krabei Riel,0,Yes,Krabei Riel,Male,23,High school,Cambodian,Khmer,Buddhist,"Mobile phone, Motorbike",Western medicine,Western medicine,Distrust,Completely trust,Completely distrust,Completely distrust,Neither trust nor distrust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Completely trust,Distrust,Completely distrust,Trust,Distrust,Trust,Trust,Distrust,Distrust,Distrust,Distrust,Red (B),2,2,0-5%,0,0,Never,0,Never ,0,Strongly Disagree,Strongly Disagree,Strongly Agree,Neither agree nor disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Don’t know,None,Siem Reap,Additional site for demand survey ,,,,,,,,,
Siem Reap,5/30/2019 10:56,KR035,28/04/2019,A,Krabei Riel,0,Yes,Krabei Riel,Male,36,Primary school,Cambodian,Khmer,Buddhist,"Tractor, TV, Mobile phone, Bicycle, Motorbike, Fan","Western medicine, Traditional Khmer medicine",Western medicine,Neither trust nor distrust,Neither trust nor distrust,Don't know,Neither trust nor distrust,Trust,Neither trust nor distrust,Trust,Neither trust nor distrust,Completely trust,Don't know,Completely distrust,Trust,Don't know,Completely trust,Completely trust,Neither trust nor distrust,Neither trust nor distrust,Don't know,Don't know,Green (A),1,1,0-5%,0,0,Never,0,Never ,0,Neither agree nor disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Don’t know,None,Siem Reap,Additional site for demand survey ,,,,,,,,,
Siem Reap,5/30/2019 8:54,KR036,27/04/2019,A,Krabei Riel,0,Yes,Krabei Riel,Male,35,Primary school,Cambodian,Khmer,Buddhist,"Mobile phone, Bicycle, Motorbike, Fan","Western medicine, Traditional Khmer medicine",Western medicine,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Neither trust nor distrust,Trust,Trust,Distrust,Completely distrust,Trust,Neither trust nor distrust,Trust,Trust,Distrust,Distrust,Distrust,Distrust,Green (A),2,2,0-5%,0,0,Never,0,Never ,0,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Don’t know,None,Siem Reap,Additional site for demand survey ,,,,,,,,,
Siem Reap,5/30/2019 8:36,KR037,27/04/2019,A,Krabei Riel,0,Yes,Krabei Riel,Male,64,None,Cambodian,Khmer,Buddhist,"TV, Mobile phone, Motorbike, Fan",Western medicine,Western medicine,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Neither trust nor distrust,Trust,Neither trust nor distrust,Neither trust nor distrust,Don't know,Green (A),2,2,0-5%,0,0,Never,0,Never ,0,Agree,Disagree,Neither agree nor disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Don’t know,None,Siem Reap,Additional site for demand survey ,,,,,,,,,
Siem Reap,5/30/2019 8:41,KR038,26/04/2019,B,Krabei Riel,0,Yes,Krabei Riel,Male,45,Primary school,Cambodian,Khmer,Buddhist,"TV, Mobile phone, Bicycle, Motorbike, Fan","Western medicine, Traditional Khmer medicine",Western medicine,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Neither trust nor distrust,Trust,Completely trust,Trust,Completely distrust,Trust,Neither trust nor distrust,Completely trust,Completely trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Completely distrust,Red (B),1,2,0-5%,0,0,Never,0,Never ,0,Agree,Agree,Neither agree nor disagree,Strongly Disagree,Agree,Disagree,Neither agree nor disagree,Don’t know,None,Siem Reap,Additional site for demand survey ,,,,,,,,,
Siem Reap,5/30/2019 8:47,KR039,26/04/2019,B,Krabei Riel,0,Yes,Krabei Riel,Male,25,High school,Cambodian,Khmer,Buddhist,"Tractor, TV, Mobile phone, Computer/Laptop, Fridge/Freezer, Bicycle, Motorbike, Fan",Western medicine,Western medicine,Trust,Trust,Distrust,Trust,Trust,Neither trust nor distrust,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Completely distrust,Trust,Distrust,Completely trust,Completely trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Red (B),2,2,0-5%,0,0,Never,0,Never ,0,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Don’t know,None,Siem Reap,Additional site for demand survey ,,,,,,,,,
Siem Reap,5/30/2019 9:03,KR040,26/04/2019,A,Krabei Riel,0,Yes,Krabei Riel,Male,42,Primary school,Cambodian,Khmer,Buddhist,"TV, Mobile phone, Bicycle, Motorbike, Fan",Western medicine,Western medicine,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Distrust,Neither trust nor distrust,Distrust,Neither trust nor distrust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Completely trust,Completely trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Completely distrust,Green (A),3,2,0-5%,0,0,Never,0,Never ,0,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Don’t know,None,Siem Reap,Additional site for demand survey ,,,,,,,,,
Siem Reap,5/30/2019 9:12,KR041,26/04/2019,A,Krabei Riel,0,Yes,Krabei Riel,Male,50,Primary school,Cambodian,Khmer,Buddhist,"TV, Mobile phone, Bicycle, Motorbike, Fan","Western medicine, Traditional Khmer medicine",Traditional Khmer medicine,Neither trust nor distrust,Neither trust nor distrust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Completely distrust,Completely trust,Neither trust nor distrust,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Completely distrust,Green (A),3,3,0-5%,0,0,Never,0,Never ,0,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Don’t know,None,Siem Reap,Additional site for demand survey ,,,,,,,,,
Siem Reap,5/30/2019 9:17,KR042,26/04/2019,A,Krabei Riel,0,Yes,Krabei Riel,Male,33,High school,Cambodian,Khmer,Buddhist,"Mobile phone, Bicycle, Motorbike, Fan",Western medicine,Western medicine,Distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Trust,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Neither trust nor distrust,Distrust,Distrust,Neither trust nor distrust,Green (A),2,2,0-5%,0,0,Never,0,Never ,0,Agree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Agree,Strongly Agree,Neither agree nor disagree,Don’t know,None,Siem Reap,Additional site for demand survey ,,,,,,,,,
Siem Reap,5/30/2019 9:23,KR043,26/04/2019,A,Krabei Riel,0,Yes,Krabei Riel,Male,31,Primary school,Cambodian,Khmer,Buddhist,"Mobile phone, Bicycle, Motorbike, Fan","Western medicine, Traditional Khmer medicine",Western medicine,Trust,Trust,Completely distrust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Distrust,Completely distrust,Distrust,Distrust,Completely trust,Completely trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Green (A),2,3,0-5%,0,0,Never,0,Never ,0,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Don’t know,None,Siem Reap,Additional site for demand survey ,,,,,,,,,
Siem Reap,5/30/2019 9:28,KR044,26/04/2019,B,Krabei Riel,0,Yes,Krabei Riel,Male,35,Primary school,Cambodian,Khmer,Buddhist,"TV, Mobile phone, Bicycle, Motorbike, Fan","Western medicine, Traditional Khmer medicine",Western medicine,Trust,Trust,Completely distrust,Distrust,Distrust,Trust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Completely distrust,Completely trust,Distrust,Completely trust,Trust,Trust,Trust,Neither trust nor distrust,Distrust,Red (B),1,2,0-5%,0,0,Never,0,Never ,0,Agree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Don’t know,Agree,Neither agree nor disagree,Don’t know,None,Siem Reap,Additional site for demand survey ,,,,,,,,,
Siem Reap,5/30/2019 9:32,KR045,28/04/2019,B,Krabei Riel,0,Yes,Krabei Riel,Male,43,Primary school,Cambodian,Khmer,Buddhist,"TV, Bicycle, Motorbike, Fan","Western medicine, Traditional Khmer medicine",Traditional Khmer medicine,Trust,Trust,Neither trust nor distrust,Trust,Neither trust nor distrust,Neither trust nor distrust,Don't know,Neither trust nor distrust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Distrust,Neither trust nor distrust,Don't know,Red (B),2,2,0-5%,0,0,Never,0,Never ,0,Agree,Disagree,Don’t know,Neither agree nor disagree,Don’t know,Agree,Don’t know,Don’t know,None,Siem Reap,Additional site for demand survey ,,,,,,,,,
Siem Reap,5/30/2019 9:37,KR046,28/04/2019,A,Krabei Riel,0,Yes,Krabei Riel,Male,34,Primary school,Cambodian,Khmer,Buddhist,"Mobile phone, Bicycle, Motorbike",Traditional Khmer medicine,Traditional Khmer medicine,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Distrust,Trust,Trust,Trust,Distrust,Completely trust,Distrust,Trust,Completely trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Don't know,Green (A),2,3,0-5%,0,0,Never,0,Never ,0,Agree,Strongly Disagree,Neither agree nor disagree,Disagree,Agree,Agree,Neither agree nor disagree,Don’t know,None,Siem Reap,Additional site for demand survey ,,,,,,,,,
Siem Reap,5/30/2019 9:45,KR047,24/04/2019,B,Krabei Riel,0,Yes,Krabei Riel,Male,23,Secondary school,Cambodian,Khmer,Buddhist,"TV, Mobile phone, Bicycle, Motorbike, Fan",Western medicine,Western medicine,Trust,Trust,Completely distrust,Distrust,Neither trust nor distrust,Trust,Neither trust nor distrust,Trust,Trust,Distrust,Completely distrust,Trust,Distrust,Trust,Completely trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Red (B),1,1,0-5%,0,0,Never,0,Never ,0,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Don’t know,None,Siem Reap,Additional site for demand survey ,,,,,,,,,
Siem Reap,5/30/2019 9:49,KR048,28/04/2019,A,Krabei Riel,0,Yes,Krabei Riel,Male,34,Primary school,Cambodian,Khmer,Buddhist,"TV, Mobile phone, Bicycle, Motorbike, Fan","Western medicine, Traditional Khmer medicine",Western medicine,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Distrust,Distrust,Trust,Distrust,Trust,Completely trust,Neither trust nor distrust,Neither trust nor distrust,Distrust,Neither trust nor distrust,Green (A),2,2,0-5%,0,0,Never,0,Never ,0,Don’t know,Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Don’t know,None,Siem Reap,Additional site for demand survey ,,,,,,,,,
Siem Reap,5/30/2019 9:54,KR049,28/04/2019,A,Krabei Riel,0,Yes,Krabei Riel,Male,33,Primary school,Cambodian,Khmer,Buddhist,"TV, Mobile phone, Bicycle, Motorbike, Fan",Western medicine,Western medicine,Distrust,Trust,Distrust,Trust,Neither trust nor distrust,Trust,Trust,Neither trust nor distrust,Trust,Neither trust nor distrust,Completely distrust,Completely trust,Don't know,Completely trust,Completely trust,Neither trust nor distrust,Don't know,Don't know,Distrust,Green (A),2,2,0-5%,0,0,Never,0,Never ,0,Don’t know,Disagree,Neither agree nor disagree,Disagree,Don’t know,Agree,Strongly Agree,Don’t know,None,Siem Reap,Additional site for demand survey ,,,,,,,,,
Siem Reap,5/30/2019 9:58,KR050,27/04/2019,B,Krabei Riel,0,Yes,Krabei Riel,Male,45,None,Cambodian,Khmer,Buddhist,"TV, Mobile phone, Motorbike, Fan","Western medicine, Traditional Khmer medicine",Western medicine,Trust,Completely trust,Trust,Trust,Neither trust nor distrust,Trust,Neither trust nor distrust,Distrust,Completely trust,Completely trust,Completely distrust,Trust,Distrust,Completely trust,Completely trust,Completely trust,Don't know,Don't know,Trust,Red (B),2,2,0-5%,0,0,Never,0,Never ,0,Agree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Don’t know,None,Siem Reap,Additional site for demand survey ,,,,,,,,,
Siem Reap,5/30/2019 10:08,KR051,26/04/2019,A,Krabei Riel,0,Yes,Krabei Riel,Male,38,Primary school,Cambodian,Khmer,Buddhist,"TV, Mobile phone, Bicycle, Motorbike, Fan",Western medicine,Western medicine,Trust,Completely trust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Completely trust,Completely trust,Neither trust nor distrust,Distrust,Neither trust nor distrust,Distrust,Trust,Trust,Distrust,Distrust,Distrust,Don't know,Green (A),1,2,0-5%,0,0,Never,0,Never ,0,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Don’t know,None,Siem Reap,Additional site for demand survey ,,,,,,,,,
Siem Reap,5/30/2019 10:12,KR052,27/04/2019,B,Krabei Riel,0,Yes,Krabei Riel,Male,48,Primary school,Cambodian,Khmer,Buddhist,"Mobile phone, Bicycle, Motorbike, Fan","Western medicine, Traditional Khmer medicine",Western medicine,Trust,Trust,Distrust,Distrust,Distrust,Neither trust nor distrust,Distrust,Trust,Trust,Trust,Completely distrust,Trust,Distrust,Completely trust,Completely trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Distrust,Red (B),1,2,0-5%,0,0,Never,0,Never ,0,Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Don’t know,None,Siem Reap,Additional site for demand survey ,,,,,,,,,
Siem Reap,5/30/2019 10:49,KR053,27/04/2019,A,Krabei Riel,0,Yes,Krabei Riel,Male,21,Primary school,Cambodian,Khmer,Buddhist,"Mobile phone, Bicycle, Fan","Western medicine, Traditional Khmer medicine",Western medicine,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Trust,Neither trust nor distrust,Trust,Distrust,Trust,Trust,Trust,Completely trust,Completely trust,Trust,Trust,Trust,Trust,Red (B),1,2,0-5%,0,0,Never,0,Never ,0,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Don’t know,None,Siem Reap,Additional site for demand survey ,,,,,,,,,
Siem Reap,5/30/2019 10:52,KR054,27/04/2019,B,Krabei Riel,0,Yes,Krabei Riel,Male,33,Primary school,Cambodian,Khmer,Buddhist,"TV, Mobile phone, Bicycle, Motorbike, Fan",Western medicine,Western medicine,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Neither trust nor distrust,Distrust,Trust,Distrust,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Red (B),1,2,0-5%,0,0,Never,0,Never ,0,Agree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Don’t know,None,Siem Reap,Additional site for demand survey ,,,,,,,,,
Siem Reap,5/30/2019 14:31,KR055,27/04/2019,B,Krabei Riel,1,Yes,Krabei Riel,Male,55,None,Cambodian,Khmer,Buddhist,"TV, Mobile phone, Bicycle, Motorbike, Fan","Western medicine, Traditional Khmer medicine",Traditional Khmer medicine,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Distrust,Trust,Neither trust nor distrust,Trust,Trust,Neither trust nor distrust,Trust,Trust,Trust,Red (B),1,2,0-5%,0,0,Never,0,Never ,0,Don’t know,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Neither agree nor disagree,Disagree,None,Siem Reap,Additional site for demand survey ,,,,,,,,,
Siem Reap,5/30/2019 9:07,KR056,25/04/2019,A,Krabei Riel,0,Yes,Krabei Riel,Male,26,None,Cambodian,Khmer,Buddhist,Mobile phone,None,None,Trust,Don't know,Trust,Trust,Trust,Distrust,Trust,Trust,Trust,Trust,Completely distrust,Trust,Completely distrust,Completely distrust,Completely distrust,Don't know,Don't know,Don't know,Distrust,Green (A),2,1,0-5%,0,0,Never,0,Never ,0,Don’t know,Strongly Disagree,Agree,Don’t know,Strongly Disagree,Strongly Agree,Strongly Agree,Don’t know,None,Siem Reap,Additional site for demand survey ,,,,,,,,,
